Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"14121","Rodriguez, Heidi","12-12-1969 00:00:00","S","F","110000","1","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"14269","Andersen, Jaime","12-02-1939 00:00:00","M","M","60000","2","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"14270","Martin, Tabitha","03-04-1939 00:00:00","S","F","60000","2","0","Graduate Degree","Management","1","1","Person","","Australia","New South Wales"
"14273","Xu, Edwin","22-03-1943 00:00:00","S","M","60000","2","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"14274","Rai, Karl","05-06-1943 00:00:00","M","M","60000","2","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"15029","Garcia, Brandy","14-10-1969 00:00:00","S","F","130000","1","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"15141","Long, Emily","28-12-1966 00:00:00","S","F","100000","0","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"16745","Pal, Gilbert","16-12-1942 00:00:00","M","M","50000","2","0","Graduate Degree","Management","1","1","Person","","Australia","New South Wales"
"16747","Raje, Dale","10-02-1943 00:00:00","S","M","60000","2","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"18192","Weber, Chelsea","19-11-1969 00:00:00","S","F","130000","1","0","Graduate Degree","Management","0","1","Person","","Australia","New South Wales"
"18459","Moreno, Danny","24-02-1977 00:00:00","S","M","10000","0","0","High School","Manual","1","1","Person","","Australia","New South Wales"
"96","Kumar, Chad","01-09-1962 00:00:00","S","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"119","Zeng, Alvin","03-07-1957 00:00:00","S","M","80000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"357","Carson, Terrence","27-05-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"359","Malhotra, Cynthia","11-11-1978 00:00:00","S","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"360","Prasad, Jarrod","04-09-1978 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"989","Chapman, Kathryn","20-08-1962 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"991","Vazquez, Joanna","15-07-1962 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"1010","Martinez, Ann","03-08-1957 00:00:00","S","F","80000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"1241","Sharma, Clayton","04-12-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"1242","Sandberg, Kristine","06-11-1979 00:00:00","S","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"1246","Gonzalez, Francisco","26-11-1978 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"1572","Green, Jennifer","19-05-1980 00:00:00","M","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"1574","Rai, Grant","23-02-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"1575","Raje, Derek","11-02-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"1576","Shen, Jaclyn","12-09-1979 00:00:00","S","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"1578","Sanz, Francis","20-08-1979 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"1580","Sanchez, Lydia","10-09-1978 00:00:00","S","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"2136","Rai, Johnny","03-08-1957 00:00:00","S","M","80000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"2140","Perez, Carmen","09-02-1956 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"3048","Alvarez, Linda","15-10-1962 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"3125","Li, Justin","11-09-1980 00:00:00","M","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"3302","Vazquez, Ruben","17-03-1962 00:00:00","M","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"3324","Tang, Colin","20-09-1957 00:00:00","S","M","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"4030","Ye, Alejandro","04-06-1979 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"4239","Alonso, Jonathon","16-10-1956 00:00:00","M","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"5515","Fernandez, Manuel","11-01-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"5713","Lu, Suzanne","24-10-1956 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"6725","Blanco, Sheila","21-04-1980 00:00:00","M","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"6729","Perry, Maria","12-05-1978 00:00:00","S","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"6730","Garcia, Edgar","24-02-1978 00:00:00","M","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"6732","Sharma, Tracy","04-05-1978 00:00:00","M","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"6906","Yuan, Calvin","20-07-1980 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"6908","Luo, Priscilla","25-11-1978 00:00:00","M","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"7305","She, Yolanda","28-10-1957 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"7308","Zhang, Amy","07-05-1956 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"7310","Wu, Mandy","17-03-1956 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"8625","Zhu, Wesley","09-01-1957 00:00:00","M","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"9155","Luo, Raul","03-10-1978 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"9156","Fernandez, Jay","07-10-1977 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"9813","Prasad, Preston","17-02-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"9814","Rothkugel, Michael","12-04-1979 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"9815","Lu, Margaret","01-04-1979 00:00:00","S","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"9816","Andersen, Tracy","05-02-1979 00:00:00","S","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"10227","Nara, Dale","26-04-1956 00:00:00","S","M","80000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"11400","Fernandez, Arthur","06-01-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"11404","Beck, Cedric","21-02-1979 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"11572","Vazquez, Armando","10-02-1980 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"11573","Cai, Karen","03-11-1980 00:00:00","M","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"11574","Sanz, Lance","26-03-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"11575","Zheng, Randy","21-03-1979 00:00:00","M","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"11933","Jai, Maurice","11-05-1962 00:00:00","S","M","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"11963","Martin, Casey","06-07-1957 00:00:00","M","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"12546","Liu, Lacey","18-11-1957 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"12994","Fernandez, Rachael","05-05-1980 00:00:00","S","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"13001","Yang, Randy","27-09-1978 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"13161","Yuan, Carl","03-11-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"13162","Kumar, Luke","04-02-1980 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"13163","Raje, Grant","17-07-1980 00:00:00","M","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"14245","Weber, Jay","07-03-1957 00:00:00","S","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"14250","Watson, Alexandra","08-08-1957 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"14253","Zhang, Warren","04-04-1956 00:00:00","S","M","80000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"14556","Lu, Trisha","13-02-1980 00:00:00","M","F","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"14559","Wilson, Zachary","15-03-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"15139","Chander, Latoya","09-03-1962 00:00:00","M","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15160","Raman, Virginia","10-07-1957 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15744","Chande, Derek","14-04-1962 00:00:00","S","M","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15768","Goel, Alisha","25-10-1957 00:00:00","S","F","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"15769","Shen, Cristina","12-12-1957 00:00:00","M","F","70000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"16722","Pal, Clayton","11-01-1956 00:00:00","M","M","80000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"16723","Jai, Melvin","02-11-1956 00:00:00","M","M","80000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"16861","Martin, Hector","21-06-1980 00:00:00","M","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"17480","Gomez, Marvin","07-06-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","0","1","Person","","Australia","New South Wales"
"17481","Vazquez, Arthur","28-08-1980 00:00:00","S","M","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"17482","Moreno, Kristine","15-01-1979 00:00:00","M","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"18320","Pal, Alvin","14-07-1957 00:00:00","S","M","70000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"18453","Romero, Meredith","23-05-1979 00:00:00","S","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"18457","She, Lindsay","27-06-1978 00:00:00","S","F","10000","0","0","Partial College","Manual","1","1","Person","","Australia","New South Wales"
"99","Rubio, Mallory","01-05-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"111","Yang, Curtis","06-06-1962 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"994","Wang, Rosa","19-03-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"998","Kapoor, Kristina","07-04-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"1000","Shan, Johnny","05-06-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"2111","Mehta, Levi","12-12-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"2112","Butler, Hannah","16-08-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"2113","Gao, Bianca","23-07-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"3056","Kumar, Alejandro","03-07-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"3308","Perez, Ross","05-06-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"3314","Smith, Christian","14-10-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"3317","Anand, Leonard","07-01-1962 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"4788","Gonzalez, Cynthia","21-05-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"4792","Long, Megan","20-09-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"5688","Romero, Lawrence","11-04-1961 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"5690","Shen, Rafael","03-09-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"5693","Diaz, Jay","17-04-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"5695","Sun, Mandy","10-05-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"6316","Munoz, Carolyn","20-12-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"6317","Serrano, Marvin","14-11-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"6330","Wilson, Jasmine","26-10-1962 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"7280","Suri, Rachael","20-09-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"7282","Li, Jaclyn","19-12-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"7286","Romero, Roberto","04-08-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"8601","Andersen, Lacey","14-08-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"8606","Shan, Brad","27-11-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"8616","Sun, Franklin","03-12-1962 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"8621","Vazquez, Andy","16-11-1961 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"9242","Mehta, Cesar","03-08-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"9250","Kumar, Tasha","03-07-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"9253","Raje, Darrell","23-06-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"10197","Alonso, Kathleen","13-05-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"10200","Raman, Ruth","08-06-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"10222","Sai, Martin","22-07-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"10985","Suarez, Kristy","19-02-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"10986","Torres, Eddie","14-10-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"11005","Ortega, Meghan","16-08-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"11936","Shen, Tamara","23-05-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"11940","Arthur, Rebekah","12-06-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"11944","Parker, Timothy","07-10-1960 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"12529","Ferrier, Jaime","22-08-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"12533","Martinez, Brett","15-03-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"13468","He, Susan","27-05-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"13479","Sharma, Lindsay","05-03-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"14222","Zhu, Erica","17-04-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"14236","Torres, Monique","28-12-1962 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15140","Nara, Derek","21-07-1961 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15748","Cai, Candice","05-01-1961 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"15751","Alvarez, Randall","09-02-1960 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"15752","Serrano, Mallory","25-07-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15754","Patel, Summer","23-07-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"15764","Shen, Grant","13-02-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"15765","Li, Alvin","09-02-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"16702","Arthur, Joel","10-02-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"16703","Lu, Darryl","17-03-1960 00:00:00","S","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"16715","Pal, Omar","23-03-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"17313","Jimenez, Joy","25-12-1962 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"17318","Weber, Ivan","02-11-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"17320","She, Ashlee","15-05-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"17321","Navarro, Janet","19-11-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"17325","Martin, Jésus","05-10-1962 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"18298","Pal, Nina","22-10-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","0","1","Person","","Australia","New South Wales"
"18299","Moreno, Diana","01-07-1960 00:00:00","S","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"18300","Kumar, Bethany","18-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","Australia","New South Wales"
"94","He, Aimee","10-09-1967 00:00:00","M","F","100000","0","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"893","Ortega, Julio","08-10-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"894","Carlson, Orlando","09-02-1969 00:00:00","M","M","90000","2","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"897","Carlson, Frank","18-11-1969 00:00:00","M","M","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"1254","Sun, Jenny","14-02-1977 00:00:00","S","F","20000","0","0","Partial College","Manual","1","0","Person","","Australia","New South Wales"
"1989","Goel, Barbara","26-01-1969 00:00:00","S","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"1990","Goel, Carly","13-11-1969 00:00:00","M","F","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"2019","Xie, Brendan","11-10-1944 00:00:00","M","M","10000","5","0","High School","Skilled Manual","1","4","Person","","Australia","New South Wales"
"2118","Rodriguez, Evelyn","11-01-1966 00:00:00","S","F","110000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"2529","Lopez, Carmen","10-09-1977 00:00:00","M","F","20000","0","0","Partial College","Manual","1","0","Person","","Australia","New South Wales"
"2623","Wang, Alan","07-05-1974 00:00:00","M","M","70000","0","0","Partial High School","Professional","1","4","Person","","Australia","New South Wales"
"2954","Munoz, Theresa","21-03-1969 00:00:00","M","F","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"3312","Alvarez, Erik","14-04-1966 00:00:00","S","M","110000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"3517","Lal, Tommy","25-11-1944 00:00:00","S","M","10000","5","0","High School","Skilled Manual","1","3","Person","","Australia","New South Wales"
"3667","Gao, Louis","10-02-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","0","0","Person","","Australia","New South Wales"
"4043","Perez, Bryant","21-01-1977 00:00:00","S","M","20000","0","0","Partial College","Manual","0","0","Person","","Australia","New South Wales"
"4427","Kumar, Cristina","17-02-1944 00:00:00","S","F","10000","5","0","High School","Skilled Manual","1","3","Person","","Australia","New South Wales"
"5157","Hernandez, Javier","11-09-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"5158","Raman, Cindy","27-04-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","0","0","Person","","Australia","New South Wales"
"5676","Arthur, Kristi","17-06-1959 00:00:00","S","F","160000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"6047","Sai, Preston","06-09-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"6049","Gutierrez, Natasha","18-09-1969 00:00:00","S","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"6050","Lu, Krystal","07-04-1969 00:00:00","M","F","100000","1","0","Graduate Degree","Management","0","0","Person","","Australia","New South Wales"
"6237","Chandra, Harold","24-10-1974 00:00:00","S","M","70000","0","0","Partial High School","Professional","0","4","Person","","Australia","New South Wales"
"6278","Goel, Nichole","16-11-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"6314","Alonso, Raquel","01-03-1966 00:00:00","S","F","110000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"6315","Guo, Lisa","19-04-1966 00:00:00","S","F","110000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"6928","Patel, Douglas","17-11-1977 00:00:00","S","M","20000","0","0","Partial College","Manual","1","0","Person","","Australia","New South Wales"
"7240","Zhu, Alisha","23-07-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7242","Sharma, Tony","13-03-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7243","Pal, Christine","10-07-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7244","Sai, Cesar","25-11-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7255","Martin, Larry","22-08-1966 00:00:00","S","M","100000","0","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7692","Zheng, Claudia","24-03-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7693","Mehta, Preston","10-02-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7695","Gomez, Derrick","21-07-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7709","Zhao, Micah","24-11-1969 00:00:00","M","M","120000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"7711","Xie, Ricardo","21-08-1969 00:00:00","M","M","130000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"9310","Sharma, Cristina","11-11-1944 00:00:00","M","F","10000","5","0","High School","Skilled Manual","1","4","Person","","Australia","New South Wales"
"10003","Rodriguez, Carolyn","27-10-1977 00:00:00","S","F","20000","0","0","Partial College","Manual","0","0","Person","","Australia","New South Wales"
"10168","Becker, Kara","11-10-1969 00:00:00","S","F","90000","2","0","Graduate Degree","Management","0","0","Person","","Australia","New South Wales"
"10945","Jiménez, Daisy","20-09-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"10951","Hernandez, Armando","05-04-1969 00:00:00","S","M","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"10959","Blanco, Mallory","19-10-1969 00:00:00","S","F","130000","1","0","Graduate Degree","Management","0","0","Person","","Australia","New South Wales"
"11208","Sanchez, Nancy","01-01-1958 00:00:00","S","F","130000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
"11906","Schmidt, Joe","18-07-1969 00:00:00","M","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"11907","Moreno, Jessie","25-10-1969 00:00:00","M","F","90000","1","0","Graduate Degree","Management","0","0","Person","","Australia","New South Wales"
"12409","Perez, Ivan","22-03-1969 00:00:00","S","M","90000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"12411","Alvarez, Carrie","22-05-1969 00:00:00","M","F","100000","1","0","Graduate Degree","Management","1","0","Person","","Australia","New South Wales"
"13010","Anand, Alison","13-09-1977 00:00:00","S","F","20000","0","0","Partial College","Manual","0","0","Person","","Australia","New South Wales"
"13180","Blanco, Robyn","07-03-1977 00:00:00","M","F","20000","0","0","Partial College","Manual","1","0","Person","","Australia","New South Wales"
"14224","Ortega, Armando","21-03-1966 00:00:00","S","M","110000","0","0","Graduate Degree","Management","0","3","Person","","Australia","New South Wales"
